Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Takumi Minamino,jp JPN,MF,28.0,31,26,2177.0,24.2,9.0,6.0,15.0,9.0,0.0,0.0,4.0,0.0,5.9,5.9,4.9,10.8,48.0,97.0,198.0,0.37,0.25,0.62,0.37,0.62,0.25,0.21,0.46,0.25,0.46,Matches,Monaco
Philipp Köhn,ch SUI,GK,25.0,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monaco
Guillermo Maripán,cl CHI,DF,29.0,25,23,1977.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4,0.4,0.5,0.9,4.0,59.0,5.0,0.05,0.0,0.05,0.05,0.05,0.02,0.02,0.05,0.02,0.05,Matches,Monaco
Vanderson,br BRA,DF,22.0,23,23,1941.0,21.6,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,2.1,2.1,1.4,3.5,26.0,71.0,129.0,0.14,0.05,0.19,0.14,0.19,0.12,0.08,0.19,0.12,0.19,Matches,Monaco
Folarin Balogun,us USA,FW,22.0,32,22,1939.0,21.5,8.0,5.0,13.0,7.0,1.0,4.0,1.0,0.0,11.0,8.5,3.3,11.8,35.0,30.0,199.0,0.37,0.23,0.6,0.32,0.56,0.59,0.18,0.76,0.45,0.63,Matches,Monaco
Maghnes Akliouche,fr FRA,"MF,FW",21.0,31,19,1755.0,19.5,8.0,4.0,12.0,8.0,0.0,0.0,7.0,0.0,5.4,5.4,3.5,8.9,46.0,93.0,135.0,0.41,0.21,0.62,0.41,0.62,0.3,0.19,0.49,0.3,0.49,Matches,Monaco
Thilo Kehrer,de GER,DF,26.0,18,18,1623.0,18.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,1.1,1.8,13.0,90.0,16.0,0.06,0.06,0.11,0.06,0.11,0.05,0.07,0.12,0.05,0.12,Matches,Monaco
Ismail Jakobs,sn SEN,DF,23.0,23,17,1525.0,16.9,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,1.8,3.1,44.0,56.0,133.0,0.06,0.12,0.18,0.06,0.18,0.08,0.11,0.19,0.08,0.19,Matches,Monaco
Soungoutou Magassa,fr FRA,"DF,MF",19.0,22,16,1466.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,0.1,0.8,7.0,92.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Monaco
Radosław Majecki,pl POL,GK,23.0,15,15,1380.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monaco
Krépin Diatta,sn SEN,"DF,FW",24.0,26,12,1206.0,13.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.8,2.3,48.0,80.0,95.0,0.0,0.15,0.15,0.0,0.15,0.04,0.13,0.17,0.04,0.17,Matches,Monaco
Mohammed Salisu,gh GHA,DF,24.0,13,12,1125.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.5,7.0,72.0,6.0,0.0,0.08,0.08,0.0,0.08,0.02,0.02,0.04,0.02,0.04,Matches,Monaco
Mohamed Camara,ml MLI,MF,23.0,20,14,1035.0,11.5,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,1.5,0.7,0.6,1.3,14.0,76.0,22.0,0.09,0.17,0.26,0.0,0.17,0.13,0.06,0.18,0.06,0.11,Matches,Monaco
Kassoum Ouattara,fr FRA,"DF,FW",18.0,17,9,876.0,9.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,1.3,2.6,32.0,22.0,67.0,0.1,0.21,0.31,0.1,0.31,0.18,0.19,0.37,0.18,0.37,Matches,Monaco
Caio Henrique Oliveira Silva,br BRA,DF,26.0,9,7,623.0,6.9,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.3,1.5,16.0,33.0,54.0,0.0,0.72,0.72,0.0,0.72,0.03,0.18,0.22,0.03,0.22,Matches,Monaco
Eliesse Ben Seghir,ma MAR,"MF,FW",18.0,14,4,458.0,5.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.8,0.8,0.5,1.3,26.0,21.0,56.0,0.39,0.2,0.59,0.39,0.59,0.17,0.1,0.27,0.17,0.27,Matches,Monaco
Chrislain Matsima,fr FRA,DF,21.0,7,4,388.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,5.0,31.0,5.0,0.0,0.23,0.23,0.0,0.23,0.04,0.02,0.06,0.04,0.06,Matches,Monaco
Edan Diop,fr FRA,"MF,DF",18.0,12,1,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monaco
Breel Embolo,ch SUI,FW,26.0,5,2,182.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,8.0,7.0,20.0,0.49,0.0,0.49,0.49,0.49,0.35,0.06,0.41,0.35,0.41,Matches,Monaco
Myron Boadu,nl NED,FW,22.0,10,0,138.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,1.0,9.0,0.65,0.0,0.65,0.65,0.65,0.46,0.0,0.46,0.46,0.46,Matches,Monaco
Mamadou Coulibaly,fr FRA,MF,19.0,6,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.18,0.13,0.18,Matches,Monaco
Eliot Matazo,be BEL,MF,21.0,6,0,102.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.0,1.1,2.0,10.0,2.0,0.0,0.88,0.88,0.0,0.88,0.07,0.91,0.98,0.07,0.98,Matches,Monaco
Saïmon Bouabré,fr FRA,MF,17.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monaco
Antonin Cartillier,fr FRA,DF,19.0,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monaco
Lucas Michal,fr FRA,FW,18.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monaco
Kevin Volland,de GER,"FW,MF",31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
Ruben Aguilar,fr FRA,"DF,MF",30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
Félix Lemaréchal,fr FRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
Yann Liénard,fr FRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
Aurélien Platret,fr FRA,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
Nazim Babai,dz ALG,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
Ritchy Valme,fr FRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
Malamine Efekele,fr FRA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
Mayssam Benama,fr FRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monaco
David Raum,de GER,DF,25.0,40,40,3549.0,39.4,3.0,11.0,14.0,3.0,0.0,0.0,8.0,0.0,1.0,1.0,10.5,11.5,89.0,153.0,282.0,0.08,0.28,0.36,0.08,0.36,0.03,0.28,0.31,0.03,0.31,Matches,RB-Leipzig
Xavi Simons,nl NED,"MF,FW",20.0,43,41,3441.0,38.2,10.0,13.0,23.0,9.0,1.0,2.0,12.0,1.0,9.5,7.9,11.2,19.2,178.0,218.0,254.0,0.26,0.34,0.6,0.24,0.58,0.26,0.31,0.57,0.22,0.53,Matches,RB-Leipzig
Loïs Openda,be BEL,FW,23.0,45,42,3423.0,38.0,28.0,7.0,35.0,26.0,2.0,3.0,5.0,0.0,25.6,23.2,6.4,29.6,101.0,55.0,266.0,0.74,0.18,0.92,0.68,0.87,0.71,0.18,0.89,0.64,0.82,Matches,RB-Leipzig
Xaver Schlager,at AUT,MF,25.0,40,38,3289.0,36.5,1.0,7.0,8.0,1.0,0.0,0.0,10.0,0.0,1.1,1.1,3.3,4.5,85.0,257.0,48.0,0.03,0.19,0.22,0.03,0.22,0.03,0.1,0.13,0.03,0.13,Matches,RB-Leipzig
Benjamin Henrichs,de GER,"DF,MF",26.0,42,37,3281.0,36.5,1.0,8.0,9.0,1.0,0.0,0.0,7.0,0.0,2.7,2.7,5.5,8.2,62.0,142.0,180.0,0.03,0.22,0.25,0.03,0.25,0.08,0.17,0.25,0.08,0.25,Matches,RB-Leipzig
Castello Lukeba,fr FRA,DF,20.0,41,33,2972.0,33.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.1,1.0,31.0,119.0,10.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,Matches,RB-Leipzig
Mohamed Simakan,fr FRA,DF,23.0,42,31,2852.0,31.7,3.0,3.0,6.0,3.0,0.0,0.0,12.0,0.0,4.6,4.6,3.3,7.9,39.0,123.0,85.0,0.09,0.09,0.19,0.09,0.19,0.15,0.11,0.26,0.15,0.26,Matches,RB-Leipzig
Janis Blaswich,de GER,GK,32.0,27,27,2430.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01,Matches,RB-Leipzig
Benjamin Šeško,si SVN,FW,20.0,42,22,2057.0,22.9,18.0,2.0,20.0,18.0,0.0,0.0,1.0,0.0,10.5,10.5,1.2,11.7,28.0,28.0,120.0,0.79,0.09,0.88,0.79,0.88,0.49,0.06,0.54,0.49,0.54,Matches,RB-Leipzig
Lukas Klostermann,de GER,DF,27.0,34,21,1978.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.2,15.0,95.0,13.0,0.05,0.0,0.05,0.05,0.05,0.04,0.02,0.06,0.04,0.06,Matches,RB-Leipzig
Amadou Haidara,ml MLI,"MF,DF",25.0,27,23,1871.0,20.8,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,1.9,3.1,9.0,112.0,13.0,0.1,0.05,0.14,0.1,0.14,0.06,0.09,0.16,0.06,0.16,Matches,RB-Leipzig
Willi Orban,hu HUN,DF,30.0,22,21,1852.0,20.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.1,7.0,103.0,10.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches,RB-Leipzig
Kevin Kampl,si SVN,MF,32.0,35,18,1753.0,19.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,2.3,2.5,37.0,105.0,28.0,0.05,0.1,0.15,0.05,0.15,0.01,0.12,0.14,0.01,0.14,Matches,RB-Leipzig
Dani Olmo,es ESP,MF,25.0,25,20,1707.0,19.0,8.0,5.0,13.0,7.0,1.0,1.0,1.0,0.0,4.2,4.2,5.7,9.9,71.0,78.0,126.0,0.42,0.26,0.69,0.37,0.63,0.23,0.32,0.55,0.23,0.55,Matches,RB-Leipzig
Yussuf Poulsen,dk DEN,"FW,MF",29.0,38,18,1701.0,18.9,5.0,3.0,8.0,5.0,0.0,0.0,4.0,1.0,6.3,6.3,1.8,8.1,14.0,19.0,90.0,0.26,0.16,0.42,0.26,0.42,0.36,0.1,0.47,0.36,0.47,Matches,RB-Leipzig
Péter Gulácsi,hu HUN,GK,33.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,RB-Leipzig
Christoph Baumgartner,at AUT,MF,23.0,40,11,1304.0,14.5,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,4.5,4.5,1.7,6.1,41.0,52.0,90.0,0.35,0.07,0.41,0.35,0.41,0.32,0.12,0.43,0.32,0.43,Matches,RB-Leipzig
Nicolas Seiwald,at AUT,MF,22.0,27,11,1144.0,12.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,7.0,37.0,5.0,0.0,0.16,0.16,0.0,0.16,0.0,0.03,0.03,0.0,0.03,Matches,RB-Leipzig
Emil Forsberg,se SWE,"MF,FW",31.0,22,12,956.0,10.6,4.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,2.2,1.4,1.3,2.7,14.0,36.0,53.0,0.38,0.09,0.47,0.38,0.47,0.23,0.13,0.36,0.15,0.28,Matches,RB-Leipzig
Timo Werner,de GER,"FW,MF",27.0,14,4,392.0,4.4,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.5,1.7,0.0,1.7,13.0,6.0,37.0,0.46,0.23,0.69,0.23,0.46,0.86,0.01,0.88,0.59,0.6,Matches,RB-Leipzig
Fabio Carvalho,pt POR,MF,20.0,15,3,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.6,10.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.18,0.1,0.18,Matches,RB-Leipzig
Elif Elmas,mk MKD,MF,23.0,16,2,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,10.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.25,0.04,0.29,0.25,0.29,Matches,RB-Leipzig
Christopher Lenz,de GER,DF,28.0,8,2,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,RB-Leipzig
El Chadaille Bitshiabu,fr FRA,DF,18.0,6,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,RB-Leipzig
Jonathan Norbye,no NOR,MF,16.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,RB-Leipzig
Nuha Jatta,gm GAM,MF,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,RB-Leipzig
Tim Köhler,de GER,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,RB-Leipzig
Ilaix Moriba,gn GUI,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,RB-Leipzig
Hugo Novoa,es ESP,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,RB-Leipzig
Yannick Eduardo,,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,RB-Leipzig
Leopold Zingerle,de GER,GK,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,RB-Leipzig
Gleison Bremer,br BRA,DF,26.0,40,40,3593.0,39.9,3.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,1.4,1.4,0.4,1.9,7.0,120.0,4.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches,Juventu
Manuel Locatelli,it ITA,MF,25.0,40,38,3339.0,37.1,1.0,6.0,7.0,1.0,0.0,0.0,8.0,0.0,1.3,1.3,1.4,2.7,21.0,232.0,26.0,0.03,0.16,0.19,0.03,0.19,0.04,0.04,0.08,0.04,0.08,Matches,Juventu
Wojciech Szczęsny,pl POL,GK,33.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Adrien Rabiot,fr FRA,MF,28.0,35,34,3011.0,33.5,5.0,3.0,8.0,5.0,0.0,0.0,8.0,0.0,3.5,3.4,4.1,7.4,72.0,120.0,106.0,0.15,0.09,0.24,0.15,0.24,0.12,0.14,0.26,0.11,0.25,Matches,Juventu
Federico Gatti,it ITA,DF,25.0,36,34,2997.0,33.3,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,5.5,5.5,1.5,7.0,52.0,122.0,43.0,0.12,0.0,0.12,0.12,0.12,0.19,0.05,0.24,0.19,0.24,Matches,Juventu
Weston McKennie,us USA,"MF,DF",24.0,38,33,2942.0,32.7,0.0,10.0,10.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,3.9,6.9,64.0,92.0,176.0,0.0,0.31,0.31,0.0,0.31,0.1,0.13,0.24,0.1,0.24,Matches,Juventu
Danilo,br BRA,DF,32.0,34,32,2902.0,32.2,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.9,2.2,18.0,161.0,21.0,0.03,0.09,0.12,0.03,0.12,0.05,0.03,0.08,0.05,0.08,Matches,Juventu
Andrea Cambiaso,it ITA,"DF,FW",23.0,39,32,2703.0,30.0,3.0,6.0,9.0,3.0,0.0,0.0,10.0,0.0,2.2,2.2,3.9,6.0,87.0,71.0,172.0,0.1,0.2,0.3,0.1,0.3,0.08,0.15,0.23,0.08,0.23,Matches,Juventu
Dušan Vlahović,rs SRB,FW,23.0,38,30,2596.0,28.8,18.0,4.0,22.0,16.0,2.0,4.0,9.0,1.0,16.6,13.3,2.3,15.6,36.0,46.0,174.0,0.62,0.14,0.76,0.55,0.69,0.65,0.09,0.74,0.52,0.61,Matches,Juventu
Federico Chiesa,it ITA,FW,25.0,37,29,2499.0,27.8,10.0,2.0,12.0,9.0,1.0,1.0,1.0,0.0,6.4,5.6,6.2,11.9,111.0,70.0,216.0,0.36,0.07,0.43,0.32,0.4,0.26,0.25,0.52,0.23,0.49,Matches,Juventu
Filip Kostić,rs SRB,DF,30.0,33,29,2091.0,23.2,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,5.4,6.1,64.0,88.0,95.0,0.0,0.17,0.17,0.0,0.17,0.03,0.27,0.3,0.03,0.3,Matches,Juventu
Timothy Weah,us USA,"DF,FW",23.0,35,13,1394.0,15.5,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.5,1.5,1.1,2.7,35.0,48.0,84.0,0.06,0.13,0.19,0.06,0.19,0.11,0.08,0.19,0.11,0.19,Matches,Juventu
Daniele Rugani,it ITA,DF,29.0,18,14,1277.0,14.2,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.6,1.6,0.4,2.0,2.0,46.0,2.0,0.21,0.0,0.21,0.21,0.21,0.12,0.03,0.15,0.12,0.15,Matches,Juventu
Fabio Miretti,it ITA,MF,19.0,28,18,1268.0,14.1,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,1.1,2.3,22.0,43.0,62.0,0.14,0.07,0.21,0.14,0.21,0.1,0.09,0.19,0.1,0.19,Matches,Juventu
Kenan Yıldız,tr TUR,"FW,MF",18.0,32,10,1096.0,12.2,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,1.6,1.6,1.1,2.7,32.0,40.0,73.0,0.33,0.0,0.33,0.33,0.33,0.15,0.1,0.26,0.15,0.26,Matches,Juventu
Arkadiusz Milik,pl POL,FW,29.0,36,9,1075.0,11.9,8.0,1.0,9.0,7.0,1.0,1.0,2.0,1.0,5.1,5.1,2.6,7.7,12.0,22.0,49.0,0.67,0.08,0.75,0.59,0.67,0.5,0.26,0.75,0.5,0.75,Matches,Juventu
Samuel Iling-Junior,eng ENG,"DF,MF",19.0,27,6,994.0,11.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.3,2.0,29.0,25.0,64.0,0.09,0.18,0.27,0.09,0.27,0.08,0.14,0.23,0.08,0.23,Matches,Juventu
Alex Sandro,br BRA,DF,32.0,18,9,813.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,16.0,43.0,9.0,0.11,0.0,0.11,0.11,0.11,0.05,0.11,0.16,0.05,0.16,Matches,Juventu
Mattia Perin,it ITA,GK,30.0,8,8,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Moise Kean,it ITA,FW,23.0,20,8,659.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,0.7,2.8,12.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Matches,Juventu
Nicolò Fagioli,it ITA,MF,22.0,8,4,437.0,4.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,8.0,23.0,15.0,0.0,0.41,0.41,0.0,0.41,0.08,0.15,0.23,0.08,0.23,Matches,Juventu
Carlos Alcaraz,ar ARG,MF,20.0,12,3,383.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,6.0,27.0,9.0,0.0,0.23,0.23,0.0,0.23,0.09,0.03,0.12,0.09,0.12,Matches,Juventu
Hans Nicolussi Caviglia,it ITA,MF,23.0,10,4,358.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,0.0,14.0,2.0,0.0,0.25,0.25,0.0,0.25,0.04,0.2,0.23,0.04,0.23,Matches,Juventu
Paul Pogba,fr FRA,MF,30.0,2,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Juventu
Joseph Nonge,be BEL,MF,18.0,4,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Mattia De Sciglio,it ITA,DF,30.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Carlo Pinsoglio,it ITA,GK,33.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Tiago Djaló,pt POR,DF,23.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Dean Huijsen,es ESP,DF,18.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Nikola Sekulov,it ITA,FW,21.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Leonardo Cerri,it ITA,DF,20.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventu
Luis Hasa,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Juventu
Giovanni Daffara,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Juventu
Simone Scaglia,it ITA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Juventu
Matìas Soulé,ar ARG,"FW,MF",20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Juventu
Tommaso Mancini,it ITA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Juventu
Giovanni Garofani,it ITA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Juventu
Gian Crespi,it ITA,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Juventu
Tarik Muharemovic,ba BIH,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Juventu
Nico Schlotterbeck,de GER,DF,23.0,48,45,4077.0,45.3,2.0,3.0,5.0,2.0,0.0,0.0,10.0,0.0,3.4,3.4,2.5,5.9,68.0,231.0,14.0,0.04,0.07,0.11,0.04,0.11,0.08,0.06,0.14,0.08,0.14,Matches,Dortmund
Gregor Kobel,ch SUI,GK,25.0,42,42,3715.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
Niclas Füllkrug,de GER,FW,30.0,43,39,3315.0,36.8,15.0,10.0,25.0,12.0,3.0,3.0,1.0,0.0,17.8,15.4,5.0,20.5,27.0,78.0,162.0,0.41,0.27,0.68,0.33,0.6,0.49,0.14,0.63,0.43,0.57,Matches,Dortmund
